	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3
A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	-2.00175362318841	-2.78314358974359	-2.45161235955056	-2.66532222222222	-2.34177906976744	-2.22857142857143	-2.71063675213675	0	-2.44498148148148	-6.503	0	0	-2.38911587982833	-2.45243382352941	-2.5169585492228	0	-6.52616666666667	0	-2.57723595505618	-2.20296178343949	0	-8.628	0	-2.63322926829268	0	0	-2.00907352941177	-2.35024870466321	-2.34395620437956	-1.68912096774194
A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	-2.85830471380471	-2.88973831273509	-3.06138479809977	-2.92036559139785	-3.09722399527186	-2.96046498905908	-3.63817374517375	-1.66410127591707	-2.71226743547501	-1.78557475884244	-3.64228125	-3.1034046961326	-2.89937752525252	-2.70984188034188	-2.69501439299124	-1.68293041749503	-1.8944320214669	-1.86440674157303	-2.99612565445026	-2.73442274211099	-1.8400052356021	-1.66749013806706	-1.41636897880539	-2.79112372881356	-1.71027261306533	-1.36888917525773	-2.69399289864429	-3.23580265095729	-3.05037056128293	-2.72772821846554
A_Hypothetical_Protein_Related_to_Proline_Metabolism	0	0	0	0	-1.84099303135888	0	0	0	0	-0.848043824701195	0	0	0	0	0	0	-0.665457831325301	0	0	0	-1.54514457831325	0	-0.778353448275862	0	-1.16148214285714	-0.670927419354839	0	0	0	0
A_conserved_operon_linked_to_TyrR_and_possibly_involved_in_virulence	-4.70564285714286	-4.53982926829268	-4.4226170212766	-4.04313333333333	-4.70089583333333	-4.42826530612245	-4.79235135135135	-6.65371428571429	-4.37851063829787	-4.71052941176471	-4.25021428571429	-4.66111538461538	-4.96464516129032	-3.64591304347826	-4.818	-4.75714285714286	-5.8163	0	-4.99271111111111	-4.365825	-6.16666666666667	-5.54322222222222	0	-3.89958823529412	0	0	-4.98322222222222	-5.35086206896552	-4.73802777777778	-4.33079310344828
A_toxin-antitoxin_module_cotranscribed_with_DinB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6.84261111111111	0	0	0	0	-7.6768	0	0	0	0	0	0	0	0
Accessory_colonization_factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.64047368421053	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetoin,_butanediol_metabolism	-3.47611043478261	-3.94705858170606	-3.90882359192348	-3.80699176107106	-3.70645890410959	-3.48120300088262	-3.57586872998933	-1.52079863481229	-3.11653486319506	-2.01127611044418	-3.31197460018815	-3.35971081081081	-3.5970583864119	-3.69936310904872	-3.54126865671642	-1.70288092016238	-2.13422872340425	-1.86395486459378	-3.67362776831346	-3.45591780821918	-2.24468667917448	-1.98155332496863	-1.38925633802817	-3.38974817898022	-2.03174038461538	-1.58531540342298	-3.67671003307607	-3.40753286147624	-3.72146033210332	-3.31525155004428
Acetone_Butanol_Ethanol_Synthesis	-2.20135398230088	-2.11198816101026	-2.32444811753902	-2.22479042784626	-2.57514469453376	-2.24209551374819	-1.8908078994614	-1.20663076923077	-1.88584689922481	-1.29493179317932	-1.44137251908397	-1.27717881355932	-1.73923399862354	-2.10020214669052	-1.98009236947791	-1.57632283464567	-1.93095081967213	-1.45895600558659	-2.33994142769982	-2.08023990860625	-1.40616480446927	-1.31956347438753	-1.68590099009901	-1.85796912899669	-2.01093394495413	-1.7052421875	-2.31737085582112	-1.88975136825645	-2.41445225225225	-2.28761445783132
Acetone_carboxylase	0	-10.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetyl-CoA_fermentation_to_Butyrate	-2.16844594594595	-2.00055114822547	-2.01750128865979	-2.11507305034551	-2.47018370484243	-2.12253722902922	-4.12270658682635	-1.00515479876161	-1.79830950446791	-1.28534895833333	-3.71943162393162	-1.68837584803256	-2.19120390243902	-1.97092866082603	-2.52648412698413	-1.33769509594883	-2.08566119402985	-1.27241569459173	-2.19563212435233	-2.05975228426396	-1.52257699805068	-1.14013412228797	-1.02187351778656	-2.49143984220907	-1.43278305785124	-1.190525	-2.28945005149331	-2.15392733564014	-2.29166985294118	-2.22337104825291
Acid_resistance_mechanisms	-2.92378082191781	-3.5809224137931	-3.03671042471043	-3.215784	-3.36289189189189	-3.00085514018692	-2.60804365079365	-3.05041666666667	-2.79874152542373	-1.86359390862944	-2.84849361702128	-2.90450579150579	-3.02974836601307	-3.26270558375635	-3.03684942084942	-2.37636301369863	-3.91755737704918	-3.07377956989247	-3.52483248730965	-2.89127306273063	-2.91461386138614	-3.04134146341463	-1.97335897435897	-3.49087804878049	-2.38862105263158	-3.088072	-3.1373387755102	-2.92960383386582	-3.287125	-2.88753225806452
Acyl-CoA_thioesterase_II	-1.73903846153846	-1.97385333333333	-1.82824193548387	-1.89860810810811	-2.65788461538462	-2.20434920634921	0	0	-1.02503389830508	0	0	0	0	0	0	0	-5.96885	-0.00187999999999995	-1.218765625	0	0	0	0	0	0	0	-1.88201694915254	0	-1.8874262295082	-1.85330508474576
Acyl_Homoserine_Lactone_(AHL)_Autoinducer_Quorum_Sensing_	0	0	0	0	0	0	0	0	-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adaptation_to_d-cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4.28295454545454	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosyl_nucleosidases	-3.03495964912281	-3.09737837837838	-3.03307956600362	-3.5760612244898	-3.58370986460348	-3.18390782608695	0	-2.0583	-2.81175993091537	-1.8984377593361	0	-3.0716993166287	-3.32035796766744	-3.46812188365651	-3.268175066313	-1.5543125	-1.96032475247525	-2.45786111111111	-3.31792393320965	-3.67297637795275	-2.18856569343066	-1.55037587006961	-1.60719144144144	-3.27728108108108	-2.20697359735973	-1.682194092827	-3.8147667638484	-3.29929166666667	-3.19844840525328	-3.66604705882353
Adhesins_in_Staphylococcus	0	-10.0275	0.376121212121212	0	0	-8	0	1.72084615384615	0	0.481516129032258	0	0	0	0	0	1.62383333333333	0.694416666666667	0.680869565217391	0	0	0.678	0.552514285714286	1.88092	0	0	0	0	0	0	0
Adhesion_of_Campylobacter	-2.06188311688312	-2.24505369127517	-2.31207236842105	-2.33596987951807	-2.37679562043796	-2.28292307692308	-1.57937419354839	0.295333333333333	-2.25179194630872	-0.2866	-1.33462820512821	-1.65288050314465	-1.7154	-2.0894966442953	-2.0965447761194	-3.1085	-3.5093	-2.33653846153846	-2.33596402877698	-2.07546103896104	-0.41075	-0.6464	-0.411166666666667	-2.00769642857143	0	0.398	-1.79071830985916	-1.98644736842105	-2.28934394904459	-1.9172676056338
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	-3.34555102040816	-3.50516	-3.93333333333333	-3.68036363636364	-3.54929333333333	-3.35396610169492	-2.80813157894737	-1.56381730769231	-2.77296052631579	-1.42829019607843	-2.52	-3.11347872340425	-3.26618269230769	-2.8616511627907	-2.88060563380282	-1.33520588235294	-1.75587739463602	-1.16322666666667	-4.10161403508772	-2.78506153846154	-2.20854545454546	-1.29567901234568	-1.72380971659919	-2.4665945945946	-2.19777604166667	-1.7964328358209	-3.1281095890411	-2.87272289156626	-3.25797777777778	-3.86426923076923
Agrobacterium_opine_transport	-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-4	0	0	0	0	-6	0	0	0	0	0
Alanine_biosynthesis	-2.45916136631331	-2.83319498861048	-2.75882137628111	-3.53436211699164	-2.73012617449664	-2.51904076086956	-3.6229376825706	-2.46196215429403	-2.32586420722135	-2.49267703703704	-4.30247577092511	-3.26549958574979	-3.46511136536995	-3.41987927565392	-3.73636900369004	-1.04397281553398	-2.86367469879518	-2.04905787234043	-2.56142785023139	-3.25678689704824	-1.64356020066889	-2.62165316045381	-1.58948156682028	-2.54835230479774	-1.72543070175438	-1.68883908045977	-3.22514672489083	-3.60252929292929	-2.73082979608822	-3.23745071684588
Alcaligin_Siderophore	0	0	0	0	0	0	0	0	0	0	-7	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5.9375	-6	0
Alginate_metabolism	-1.84651660516605	-2.14655326460481	-2.22149103942652	-1.99952160493827	-2.09312440191388	-2.27778810408922	0	-0.962370650529502	-1.56664646464646	-1.66012760055478	0	0	-2.32413002364066	-1.91488025889968	0	-1.49616554508748	-1.88506488549618	-1.43087133891213	-2.20394042553192	-1.96909764309764	-1.88970707070707	-1.76121293800539	-1.47658607594937	-2.23648108108108	-1.79415151515152	-1.52517908496732	-2.27846875	0	-2.16302681992337	-2.37169155844156
Alkaloid_biosynthesis_from_L-lysine	-5.07788461538462	-5.41465384615385	-4.83669565217391	-4.83977777777778	-4.20946428571429	-4.8656	-3.96144117647059	0	-5.00421428571429	-5.22053333333333	-3.598	-4.19166666666667	-2.3461	-4.87940909090909	-4.2555	0	0	0	-4.82016666666667	-4.1604	0	0	0	-3.20869696969697	0	0	-3.51009677419355	-3.05902941176471	-5.76972727272727	-3.61225806451613
Alkanesulfonate_assimilation	-0.83712865497076	-0.666764705882353	-0.946855614973262	-0.911770833333333	-1.32964	-0.967012658227848	1.03111392405063	-1.70258208955224	-0.479477611940299	-1.7667063197026	0	0	1.21228915662651	-0.0858039215686275	0.980676056338028	-1.44355670103093	-2.68704026845638	-1.6195350877193	-0.780366013071895	-0.678816753926702	-1.75139473684211	-1.98421568627451	-1.5267542662116	0.696571428571429	-1.81074754098361	-1.8564375	0.451022727272727	0.243666666666667	-0.896007042253521	0.555095238095238
Alkylphosphonate_utilization	-3.89547945205479	-3.93532374100719	-4.15621333333333	-4.43836054421769	-4.68500735294118	-4.04011258278146	-3.89458139534884	-0.609857142857143	-3.21535	-0.275558823529412	0	-3.65159585492228	-3.40039	-3.53651034482759	-2.96466279069767	-7	-2.79291967871486	-0.5635	-4.45488321167883	-3.92593377483444	-0.949083333333333	-0.74408064516129	-0.682014285714286	-3.96668789808917	-1.23631884057971	-0.574760563380282	0	-3.94867741935484	-4.1726993006993	0
Allantoin_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3.80226530612245	0	0	0	0	-9.4	0	0	-5.5795	0	-6	0	0	0
Allophanate_hydrolase_2_and_Biotin_carboxylase_cluster	-2.11239862542955	-2.10331286549708	-1.83486919831224	-2.15211538461539	-2.51063257575758	-2.12500571428571	0	-1.23139837398374	-1.67780924855491	-1.72728616352201	0	-1.34489583333333	0	-1.91723369565217	0	-1.03877516778523	-1.70554545454546	-1.54601222493888	-2.2115176056338	-1.97963846153846	-1.80425541125541	-1.0897027027027	-1.6128338658147	0	-1.65170038910506	-1.70855172413793	-2.22956680161943	-2.8314962406015	-2.29065492957746	-2.46181632653061
Alpha-Amylase_locus_in_Streptocococcus	-1.4325	-1.518856	-1.95869105691057	0	-2.18268421052632	-2.34333070866142	0	0	-1.15495652173913	0	0	0	0	-1.60487603305785	0	0	0	0.46788679245283	-1.6113679245283	0	0	-0.717725806451613	0	-2.14811518324607	0	0	-1.0289537037037	0	-1.80636448598131	-0.69960396039604
Alpha-acetolactate_operon	-3.97853333333333	-4.89179710144928	-4.97203225806452	-4.55632394366197	-4.77955555555556	-3.73957534246575	-3.61773170731707	0	-4.44648	0	-3.30557142857143	-3.7405	-3.77545833333333	-4.34042253521127	-3.92821428571429	0	0	0	-5.05447058823529	-3.56891111111111	-5	0	0	-3.7956	0	0	-4.62375609756097	-3.79228205128205	-4.78633870967742	-4.18231707317073
Aminoglycoside_adenylyltransferases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-2.8626875	0	0	-4.7	0	-2.851	0	0	0	0	0	0	0	0
Aminopeptidases_(EC_3.4.11.-)	-2.48912035010941	-2.5369500554939	-2.48807852193995	-2.55839726027397	-2.55749625	-2.65720740740741	-3.39917995444191	-1.49067547169811	-2.48133602584814	-1.48395081967213	-3.31570370370371	-3.16253846153846	-3.19012266112266	-2.43954280821918	-3.25913225058005	-1.16341277641278	-1.69419362186788	-1.47762807017544	-2.63585130533485	-2.2868143153527	-1.83637654320988	-1.28054892601432	-0.774983870967742	-2.50610263396912	-1.60994025157233	-0.9266	-3.21359936908517	-3.19570117647059	-2.48717094972067	-3.12897763578275
Ammonia_assimilation	-3.2448909626719	-3.1374658436214	-3.28117132551849	-3.40026603934987	-3.36105889884763	-3.19900735970561	-4.37431949458484	-2.38940027700831	-3.01991906976744	-2.21200248344371	-4.26674044265594	-3.54575642343268	-3.99808132875143	-3.347	-3.94342796610169	-2.34787377850163	-2.5375513547574	-2.57933965844402	-3.35635870599429	-3.2648945035461	-2.66192272202999	-2.29816770186335	-2.15920284697509	-3.23176088888889	-2.48999457013575	-2.44039159109646	-3.68575757575757	-3.95297653194263	-3.50482018927445	-3.17551481888035
Anaerobic_Oxidative_Degradation_of_L-Ornithine	-5.75785185185185	-5.67118518518519	-5.47881481481481	-5.55844444444444	-5.45414814814815	-5.59177777777778	-5.64133333333333	0	-5.49444444444444	0	-4.92988888888889	-5.48718518518518	-5.16628571428572	-5.71146153846154	-5.109	0	0	0	-5.83392592592593	-5.66518518518518	0	0	0	-4.70544444444444	0	0	-4.92183333333333	-5.31811111111111	-5.38437037037037	-4.82284615384615
Anaerobic_benzoate_metabolism	-2.20433178294574	-2.35606060606061	-2.4476935483871	-2.12228985507246	-2.70435750421585	-2.235475	-4.0725	0	-1.68965137614679	0	-2.07552380952381	-2.07383823529412	-3.57801764705882	-2.36170491803279	-4.10000714285714	0	0	-0.632796178343949	-2.18216896551724	-2.04149514563107	-0.863525641025641	0	0	-2.36146153846154	0	0	-2.78110653753027	-3.2253893129771	-2.44406034482759	-2.65503703703704
Anaerobic_respiratory_reductases	-2.58072323759791	-2.40485037406484	-2.28802127659575	-2.84024742268041	-2.52374489795918	-2.31629106628242	-3.21307307692308	-2.65396153846154	-1.9147223476298	-1.31066666666667	-3.62752651515151	-1.76892565597668	-1.97811129296236	-2.23163532763533	-3.01455813953488	0.434333333333333	-2.73756746031746	-2.75756666666667	-3.17892727272727	-1.96656701030928	-3.951	-2.36455882352941	-2.525	-3.39780612244898	-5.36996428571429	-3.935	-2.00186416184971	-1.83588064516129	-2.77546739130435	-2.11582132564841
Anaerobic_toluene_and_ethylbenzene_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	-7	0	0	0	0	0	0	0
Archaeal_Flagellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaeal_lipids	-2.15098621248986	-2.13838857782755	-2.27793965517242	-2.57145588235294	-2.54889160839161	-2.10976870748299	-2.47576543209877	-1.32951919561243	-2.21555555555555	-1.44180287474333	0	-2.02361538461538	-2.11716666666667	-2.48732773109244	-2.02192957746479	-1.18063316582915	-1.62788259958071	-1.45047741935484	-2.19059698996655	-2.42033823529412	-1.04257328990228	-1.30570344827586	-1.19943927648579	-1.94024598393574	-1.34942857142857	-1.14920762711864	-2.54264909390445	-2.07070512820513	-2.3207187230371	-2.34055465587045
Archaeal_membrane_bound_hydrogenases	0	0	0	-6	0	-6	0	0	-5.8666	-5.20642857142857	0	0	0	0	0	-5.3342	-6.57	0	0	0	-7.161625	0	0	0	0	-5.81816666666667	-5	0	0	-6
Archease2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.542659574468085	0	0	-0.761153846153846	0	0	0	-1.86815384615385	0	0	0	0	0
Arginine_Biosynthesis_extended	-3.76181205035971	-3.82417276595744	-3.66263636363636	-3.73792073170731	-4.0714651416122	-3.48570098410295	-3.94565537848605	-2.15990749097472	-3.52033787029624	-2.16884008307373	-3.67974110522332	-3.32732723948812	-3.60592538307796	-3.51116520979021	-3.67964367816092	-1.89166829004329	-2.15447844228094	-2.29764586583463	-3.4486359189378	-3.43603426294821	-2.34886939102564	-2.09638684719536	-1.99317892976589	-3.64936646884272	-1.99620409906063	-1.78696480582524	-3.5368882725832	-3.38234489051095	-3.19195143986448	-3.5129453507341
Arginine_Deiminase_Pathway	-3.35748034934498	-3.3235680317041	-3.32772560113154	-3.24042219020173	-3.7062280431433	-3.34467215363512	-3.99198013245033	-3.33202368421052	-3.05462921348315	-3.06626345609065	-3.44881912681913	-3.30725862068966	-2.79448300117233	-3.25274429223744	-3.03562566277837	-3.19100302114804	-2.79130425531915	-3.20833558558558	-3.4489941775837	-3.09190375	-3.04652919708029	-2.68129873417721	-3.02154054054054	-2.8612256341789	-0.858328571428571	0	-3.67891340782123	-3.00955760368664	-3.68396417910448	-3.72782386363636
Arginine_and_Ornithine_Degradation	-3.73032161687171	-3.81106503137479	-3.6752800473653	-3.70356859504132	-4.05494739851344	-3.71040882509303	-3.79752112676057	-3.01411416781293	-3.41853611111111	-2.91898376852505	-3.84777660377358	-3.72773631840796	-3.25033938856889	-3.58656666666666	-3.56926233183857	-2.92491372226787	-3.45257295373666	-3.07568839336763	-4.12228142076503	-3.51836070853462	-3.17243459915612	-2.85466392215569	-2.98417652250662	-3.39797805139186	-3.08088023088023	-2.89733208489388	-4.07348507462687	-3.56882685297692	-4.05512871888281	-4.02698168193172
Aromatic_Amin_Catabolism	0	-1.5485	-1.8498	-3.91233333333333	0	0	-0.960555555555555	0	0	0	0	-2.20142857142857	-0.190333333333333	0	0	0	-4.60630985915493	0	0	-3.81325	0	0	0	-0.512	0	0	0	-6.2	-3.014	0
Aromatic_amino_acid_degradation	-4.0755487804878	-4.65057534246575	-6.07652	-5.43509090909091	-5.27069736842105	-4.66434090909091	-4.35656074766355	-2.45321111111111	-4.81101041666667	-2.44871428571429	-4.63084042553192	-4.88518181818182	-3.9247109375	-4.61138356164384	-5.08437647058823	-3.23458441558442	-3.92373933649289	-1.36880392156863	-4.78925	-5.07264705882353	-2.21874683544304	-2.17738888888889	-2.17954347826087	-3.83370796460177	-2.84983146067416	-2.89227777777778	-4.71471794871795	-4.81056382978723	-5.1345	-5.13204
Aromatic_amino_acid_interconversions_with_aryl_acids	0	0	0	0	0	0	0	-2.33863445378151	0	-2.48469373549884	0	0	0	0	0	-2.50797453703704	-2.84645977011494	-2.65153346080306	0	0	-2.82838781163435	-2.43311780104712	-2.42143632075472	0	-2.43718339100346	-2.35928918322296	0	0	0	0
Arsenic_resistance	0	0	0	0	0	0	0	-2.18265350877193	0	-1.29697777777778	0	0	0	0	0	-2.9225	-2.13155	-1.93197757847534	0	0	0	-1.62275092936803	-1.37482352941176	0	-2.10865254237288	-1.37337190082645	-3.70966666666667	0	0	-4.708375
