	mgm4472160.3	mgm4472167.3	mgm4472253.3	mgm4472255.3	mgm4472304.3	mgm4472305.3	mgm4472312.3	mgm4472337.3	mgm4472353.3	mgm4472361.3	mgm4472397.3	mgm4472419.3	mgm4472428.3	mgm4472444.3	mgm4472462.3	mgm4472464.3	mgm4472467.3	mgm4472473.3	mgm4472484.3	mgm4472495.3	mgm4472580.3	mgm4472586.3	mgm4472682.3	mgm4472751.3	mgm4472934.3	mgm4473326.3	mgm4473472.3	mgm4473666.3	mgm4478487.3	mgm4478571.3
A_Glutathione-dependent_Thiol_Reductase_Associated_with_a_Step_in_Lysine_Biosynthesis	80.4076811594203	79.4586102564103	79.6983202247191	78.7410555555555	81.5767325581395	79.3979523809524	78.5184615384616	0	79.2304382716049	86.0376666666667	0	0	78.0021416309013	79.190875	77.9912176165803	0	93.1811666666667	0	79.0597191011236	79.9687770700637	0	96.159	0	79.0497756097561	0	0	78.8986985294118	77.5870829015544	80.3615912408759	80.0014032258065
A_Gram-positive_cluster_that_relates_ribosomal_protein_L28P_to_a_set_of_uncharacterized_proteins	77.4241290684625	77.6407409994626	78.0286294536818	77.2812058371735	77.4724320330968	77.7566526258205	79.1001158301159	75.7252368421051	77.316453047776	75.6720418006431	78.96671875	77.7432790055249	78.5491856060606	77.9712924297925	77.0883454317897	75.4668846918489	75.2215411449016	75.2404786516852	77.4681244909832	77.3989292709467	75.9102565445025	75.8069171597634	75.4679768786128	79.2237706214689	76.5562751256281	75.0706847079037	76.6073350548742	77.9518689248895	77.280764604811	76.778266579974
A_Hypothetical_Protein_Related_to_Proline_Metabolism	0	0	0	0	78.1344599303136	0	0	0	0	77.7536693227091	0	0	0	0	0	0	78.4598393574297	0	0	0	77.2369939759036	0	77.1427198275862	0	77.3750714285714	77.6364274193548	0	0	0	0
A_conserved_operon_linked_to_TyrR_and_possibly_involved_in_virulence	82.3710238095238	82.6380487804878	80.980085106383	81.0325555555555	80.3753333333333	81.5384285714286	79.5953783783784	80.3534285714286	81.7455319148936	78.7824705882353	80.0338214285714	78.7654230769231	79.5697741935484	83.5947826086957	81.2778	80.792	93.8275	0	80.5736222222222	82.9132	85.2825	94.2817777777778	0	79.2526764705882	0	0	78.4032592592593	79.12	82.5083611111111	80.3885862068965
A_toxin-antitoxin_module_cotranscribed_with_DinB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96.5832777777778	0	0	0	0	97.481	0	0	0	0	0	0	0	0
Accessory_colonization_factor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94.2675263157895	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetoin,_butanediol_metabolism	77.9149339130436	79.0580154162385	79.0945398512222	78.4086838311019	78.4147964774952	78.3269117387467	78.6656542155817	76.0277406143345	77.9245136804943	76.6372292917167	78.5596679209783	78.191390990991	78.5477791932059	79.0826890951277	78.8464765458423	76.6175236806495	76.6691191489361	75.6256629889669	78.5664275979558	78.1107481559535	77.8388911819887	76.2025495608532	75.6503732394366	79.4616867845994	77.142108974359	75.4128227383863	78.2124906284454	78.3316713852375	77.6678191881918	78.279558901683
Acetone_Butanol_Ethanol_Synthesis	77.9058506637167	78.5375240726123	78.915691460055	78.0935184916606	77.6805877813504	78.2597561505064	79.9635511669658	77.1801807692307	77.6356563307493	77.2399735973598	79.4107358778625	78.3902999999999	78.3125443909152	79.0492280858676	79.4798052208835	76.6274153543307	78.6022343297974	76.9695481843575	78.2742959121414	78.250195734958	76.9767583798882	78.0801391982183	78.0358630363035	78.0214619625138	78.8535100917431	77.1362453125	78.4578103315343	78.1354292415949	77.8299525525524	78.5755169769988
Acetone_carboxylase	0	99.22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acetyl-CoA_fermentation_to_Butyrate	76.9298864864863	77.3607995824635	77.3171456185567	76.887222112537	76.7927271329746	77.4394156456173	78.76374251497	76.8384643962848	76.7304337936638	76.1126857638888	78.3029102564103	77.4676214382632	77.6651736585366	78.0485719649563	75.6192301587302	75.9686780383795	78.5975910447761	76.163849416755	77.5549407846039	77.4942873096447	76.4147933723197	77.3382859960552	77.7522351778657	77.2596923076923	78.5472851239668	76.4322714285714	77.2939299691041	77.9884302191466	77.0839801470587	77.1214858569052
Acid_resistance_mechanisms	77.9722557077626	79.4621077586207	78.669555984556	78.01692	78.1490162162162	77.5191495327103	77.6279246031747	77.9332272727273	77.3628093220339	77.6835583756346	78.415085106383	78.2308378378378	78.1331503267973	79.0453959390863	78.0232239382239	77.3185479452055	82.6705491803279	76.4486666666667	78.1755888324873	78.0844612546125	77.8389108910891	80.1510650406504	79.6868632478632	79.509225609756	83.1790526315789	76.568248	77.2217673469388	77.6271565495207	78.961076923077	78.1275725806452
Acyl-CoA_thioesterase_II	74.3244423076923	74.4142933333333	75.0374032258065	73.8240810810811	76.5968461538462	74.143253968254	0	0	76.5893389830508	0	0	0	0	0	0	0	93.7002	81.68168	74.495421875	0	0	0	0	0	0	0	74.4754406779661	0	74.2756885245902	76.1428305084746
Acyl_Homoserine_Lactone_(AHL)_Autoinducer_Quorum_Sensing_	0	0	0	0	0	0	0	0	96.97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adaptation_to_d-cysteine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.6879090909091	0	0	0	0	0	0	0	0	0	0	0	0	0
Adenosyl_nucleosidases	77.0524245614035	77.9539225225224	78.0839095840869	78.1660918367347	78.1397911025145	77.270772173913	0	76.4652657142857	78.014176165803	76.2742593360995	0	77.7778314350797	77.8045819861431	78.6966426592797	78.2895729442971	75.5915	75.5230316831683	76.2485749999999	77.8937959183674	78.0524829396325	76.5203175182482	76.6528909512761	75.8808828828829	78.8672567567568	77.6863828382838	75.460917721519	78.5632099125365	78.2265208333332	77.0475234521576	78.3366205882352
Adhesins_in_Staphylococcus	0	99.045	80.3663333333333	0	0	84.85	0	80.2917692307692	0	80.095	0	0	0	0	0	79.7176666666667	79.6699583333333	78.9375	0	0	78.8981111111111	81.3753428571429	78.31316	0	0	0	0	0	0	0
Adhesion_of_Campylobacter	76.9421428571429	77.0984630872483	76.4242631578947	75.5374578313253	76.7041824817518	77.4744475524475	77.9385677419355	80.3886666666667	75.9810872483221	86.9122	75.8156217948717	75.9674088050314	76.3519666666667	76.6503624161074	77.0380895522388	89.533	81.674	79.0713846153846	76.4345251798562	75.8233636363636	87.128	79.5702	76.9691666666667	77.9891339285714	0	81.855875	76.5014507042253	76.3674736842105	76.2009299363057	76.4155563380282
Aerotolerance_operon_in_Bacteroides_and_potentially_orthologous_operons_in_other_organisms	79.352387755102	79.33768	80.1817254901961	79.3977454545454	79.01964	79.6014576271187	76.927096491228	77.4507596153845	78.3355657894737	78.0838509803921	78.9780568181818	78.5782340425532	77.107173076923	78.9215581395349	77.9940845070423	77.6115477941177	77.7462298850575	77.14496	77.9922105263158	80.1687846153846	78.7448803827751	79.1412592592593	78.5518461538461	79.0068243243243	79.6857135416667	78.4005820895522	80.7983287671233	78.8645903614458	79.1926222222222	79.8279615384615
Agrobacterium_opine_transport	62.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.5	0	0	0	0	78.12	0	0	0	0	0
Alanine_biosynthesis	76.6008924224578	77.3818227790432	77.49843875061	78.1519087743733	76.6251167785236	76.7206851708075	80.1301051606622	76.1372285298398	76.5329030612245	76.5266311111111	83.2959889867842	79.2743976801988	79.7820503432495	79.8729637826962	80.5992287822878	75.1568543689319	76.9613253012048	75.4031506382978	76.9456983592765	78.4447069834414	75.6390142140467	76.7808687196111	75.9836359447006	78.6951646284102	76.6534157894736	75.5285203761755	78.090902183406	79.7391141414142	76.6171360799	77.9645080645161
Alcaligin_Siderophore	0	0	0	0	0	0	0	0	0	0	90	89.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89.4595	89.66	0
Alginate_metabolism	79.2153247232472	78.3863986254295	78.5002616487455	77.2829567901234	79.5654354066986	78.8228029739777	0	77.500119515885	78.2140774410774	76.8887142857142	0	0	78.3919314420803	77.6756084142395	0	76.8201843876178	77.7693218829518	76.7760941422594	78.6063489361702	78.1689562289562	76.8772861952861	77.3578921832885	77.333193670886	79.3974243243242	77.6915984848485	76.382908496732	77.5329485294117	0	77.7292183908047	77.8845097402598
Alkaloid_biosynthesis_from_L-lysine	79.8107307692308	78.226	82.2519130434783	83.5008518518519	82.42725	80.6470333333333	82.5543823529412	0	80.494	84.9762	81.893	82.1567666666667	85.775525	82.5718181818182	82.0721	0	0	0	82.1805	83.0058	0	0	0	83.0874242424242	0	0	83.5671935483871	84.8609411764706	80.3124545454545	82.4135483870968
Alkanesulfonate_assimilation	79.0316257309941	78.6302941176471	77.995256684492	76.93609375	78.213832	77.3551962025316	81.3039746835443	76.3476328358209	77.4876368159205	76.7236208178438	0	0	79.5774337349397	78.4688039215686	79.0725352112676	75.4587285223368	79.3058255033557	76.6097543859649	78.5284705882353	77.5412251308901	76.4001015037594	76.6153098039215	76.7113651877133	79.9506571428572	78.2160688524589	75.8628828125	79.1515	78.3162333333333	78.0972605633803	79.3292857142857
Alkylphosphonate_utilization	80.8961643835616	82.334582733813	81.7791199999999	81.5069863945579	82.5644558823529	81.3085960264901	79.1344534883721	75.9326071428571	80.9305875	77.5593676470588	0	79.2833937823834	78.674645	81.3994827586207	80.2401744186047	90	85.4728393574296	75.47996	82.045700729927	82.2508675496689	75.9312666666667	77.4084032258064	76.6098571428571	79.8512547770701	77.4704202898551	76.444661971831	0	78.9676129032258	80.3824615384615	0
Allantoin_Utilization	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.3844795918367	0	0	0	0	98.006	0	0	95.448625	0	75	0	0	0
Allophanate_hydrolase_2_and_Biotin_carboxylase_cluster	76.5757044673539	76.1557923976608	74.8238143459916	76.1282829670329	76.6909507575757	76.9844371428571	0	77.0832872628726	75.8092023121387	77.2813805031446	0	76.8788055555555	0	77.987445652174	0	77.9395939597315	76.9948777429467	76.7689070904645	76.8300492957746	76.3688307692308	77.4574588744588	78.0524594594595	75.7628945686901	0	77.6486964980545	76.3770344827586	75.5112469635628	76.7466992481203	76.9417992957746	76.1024734693878
Alpha-Amylase_locus_in_Streptocococcus	79.2946018518519	79.47292	79.3608048780488	0	79.0948333333333	79.2932047244095	0	0	80.1497043478261	0	0	0	0	79.1184545454546	0	0	0	79.5694339622642	78.8791226415095	0	0	81.1070161290323	0	78.3244188481676	0	0	78.4202592592593	0	79.9552429906542	78.3577425742574
Alpha-acetolactate_operon	81.9207066666666	82.7080289855073	83.2607903225806	80.5347605633803	84.0454814814815	81.9871232876713	82.2646829268293	0	81.85458	0	79.3462142857143	79.7768958333333	79.9359166666666	80.145323943662	81.4938928571429	0	0	0	82.1455882352941	79.1094222222222	91.34	0	0	80.2061111111111	0	0	81.953512195122	81.3243846153846	79.9586129032258	79.6723414634146
Aminoglycoside_adenylyltransferases	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81.6880625	0	0	92.58	0	71.448	0	0	0	0	0	0	0	0
Aminopeptidases_(EC_3.4.11.-)	75.9353435448578	76.7999245283019	77.0643441108546	76.4068377239199	75.8510275	76.6216476190475	78.8169772209567	76.1341849056603	76.9203376413571	76.9941803278687	77.2475370370371	77.2721743589743	78.592212058212	77.7891934931507	78.6860348027842	76.8908427518426	78.6200273348519	75.760154385965	76.2141475595914	76.8055145228216	76.7176111111111	76.6264200477327	76.8100672043011	78.0851489554951	77.0930220125786	76.4474708860759	79.12138170347	78.8079623529412	75.8215787709497	78.9213258785942
Ammonia_assimilation	78.3224833005893	78.2969366255143	78.5254337240758	77.8574106073567	78.7572023047375	78.4405004599817	79.3046155234657	78.1848331024931	78.0626744186046	78.754649834437	78.8001871227364	79.1330287769784	79.6233848797251	78.0565947136564	80.7233156779662	78.4525390879479	79.8883194706993	77.7371208096141	78.2766669838249	78.2679308510638	79.0649677047289	78.7364922360247	78.5532873665479	78.8789048888887	78.9394425339367	77.7944542456719	78.4104588744589	79.5908213820078	78.3285310199789	78.1372854006587
Anaerobic_Oxidative_Degradation_of_L-Ornithine	81.2365185185185	80.3255925925926	79.9322592592593	80.2477777777778	80.2504074074074	80.0545555555556	80.4716296296296	0	80.2897037037037	0	80.3191111111111	81.227	80.0587142857143	83.598	82.9730769230769	0	0	0	80.2917037037037	80.6551481481482	0	0	0	80.0084444444444	0	0	83.5745833333333	81.0942962962963	80.1562222222222	80.7427692307692
Anaerobic_benzoate_metabolism	77.2808790697674	78.5509696969697	78.7231451612903	79.2271449275362	76.0944468802699	76.973335	83.2922596153846	0	77.4060091743119	0	78.4873333333333	79.6931470588235	81.4226235294118	79.7522786885246	82.4795928571429	0	0	76.9359426751592	77.4687706896552	78.0338689320389	78.7593846153846	0	0	82.7609230769231	0	0	77.806617433414	81.7297175572519	77.3430120689654	79.7842222222222
Anaerobic_respiratory_reductases	79.3826527415143	79.8467381546134	79.3055200945626	79.0252096219931	79.9137993197279	80.3293688760806	79.11635	83.6565	80.1097562076749	82.4123333333334	79.4878446969697	78.6976749271137	78.9146775777413	80.7301538461538	83.1072441860465	83.1898333333333	83.3980912698413	79.4761666666666	80.2474431818182	79.8506020618556	79.382	81.0334632352941	82.6290588235294	82.0956156462585	83.8760714285714	83.5682941176471	78.5902167630058	78.6619903225806	79.4532010869564	78.8481585014409
Anaerobic_toluene_and_ethylbenzene_degradation	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72.41	0	0	0	0	0	0	70	0	0	0	0	0	0	0
Archaeal_Flagellum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaeal_lipids	77.2574858069749	78.1065498320269	78.035986453202	77.9408602941177	77.5645026223775	78.1583548752834	77.9351728395062	76.3948848263254	78.3900714285714	77.5871334702258	0	77.7311318681318	75.6937555555556	78.5055546218487	77.3006338028169	76.4794572864321	77.12064360587	76.3442161290322	77.7264983277591	75.2686323529412	76.4410977198696	76.2579839080459	77.3066434108526	79.1987771084338	76.8213282674772	76.6419915254237	78.2227891268534	76.6638076923077	77.4038515962036	79.5568056680162
Archaeal_membrane_bound_hydrogenases	0	0	0	96.3	0	82.76	0	0	71.9206	83.6322857142857	0	0	0	0	0	79.5648	77.4972	0	0	0	79.85475	0	0	0	0	77.3576666666667	66.67	0	0	65.62
Archease2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.3780212765957	0	0	77.1853846153846	0	0	0	77.7730769230769	0	0	0	0	0
Arginine_Biosynthesis_extended	80.6131717625898	80.748649361702	80.2444405594406	79.8438643292683	80.8938845315904	80.3650272520817	80.1966699867196	76.8278650722022	79.549646917534	77.2020269989617	80.613368660106	79.2568811700183	80.3719347101932	80.8590786713287	80.5852934415146	77.2298501082251	77.3925275846084	76.2467597503902	79.6921733053808	79.8426087649402	78.8529959935898	76.9102944874275	76.9113651059086	81.2252729970327	78.3225414175917	76.3563652912621	79.13276703645	79.5213819951338	78.8095183512139	78.9989575856443
Arginine_Deiminase_Pathway	78.6308573508006	78.3780752972259	78.153909476662	77.3781613832853	78.4978520801233	78.4438518518518	79.4705430463576	78.0486815789474	77.7381011235955	78.2224362606232	80.0524781704781	79.3924961685823	77.8948124267292	80.1026894977169	78.1832778366914	78.6076253776434	78.3350957446809	77.3034481981983	78.6372314410481	78.0921775	79.2962153284671	77.5645873417722	78.2602162162162	78.6754299065421	77.4469428571428	0	79.172659217877	78.4874639016897	78.245795522388	79.2277869318181
Arginine_and_Ornithine_Degradation	79.2104803749267	79.4539960068453	79.2868229721729	78.7464132231404	79.0431612349914	79.1783631047314	79.5942149418248	78.8639037138927	78.7092494444445	78.5801863091037	80.0983018867924	79.9124669509594	78.9003154630041	80.012588148148	79.2125498878923	78.8483171733771	80.6061020166072	78.0097421383647	79.4639487704918	79.0709194847021	79.5698037974685	78.8687133233533	78.9651429832303	79.6225235546038	80.502632034632	78.8519188514358	79.0946036484246	79.331064398542	79.2421384335155	79.3432364696087
Aromatic_Amin_Catabolism	0	86.5478333333333	83.1264	82.2375	0	0	81.9536666666667	0	0	0	0	79.6244285714286	86.4173333333333	0	0	0	88.5954788732394	0	0	82.4815	0	0	0	86.0588888888889	0	0	0	85.08	81.76675	0
Aromatic_amino_acid_degradation	80.9089024390244	80.7744520547945	83.3691866666667	81.7541919191919	80.8124210526316	81.598875	80.7731682242991	77.9770555555555	81.4971979166667	77.7102967032967	81.9329680851064	80.8863232323232	79.9288359375	81.2110410958904	82.9320117647059	75.949051948052	84.3329526066351	76.5673594771242	79.9388194444444	81.5346941176471	77.5444936708861	78.5139111111111	79.0161630434782	80.6948318584071	79.9051235955056	73.7082333333333	81.3096666666667	80.8228085106383	81.2666142857143	81.2494
Aromatic_amino_acid_interconversions_with_aryl_acids	0	0	0	0	0	0	0	75.9417836134453	0	75.9272761020881	0	0	0	0	0	75.7541574074074	75.7049172413793	76.4866864244741	0	0	75.6488614958449	76.9123010471205	75.876537735849	0	78.058169550173	75.7285496688741	0	0	0	0
Arsenic_resistance	0	0	0	0	0	0	0	80.5284210526316	0	82.1741666666667	0	0	0	0	0	81.6589	83.70931	80.0297892376682	0	0	0	80.2220408921933	82.997954248366	0	82.7612881355932	82.1008429752066	81.1667777777778	0	0	82.647375
Aspartate_aminotransferase	76.60092782305	76.7306533018869	76.8706609756098	76.1876015367728	75.9986410998552	76.6525925480769	77.6870775047258	75.5185564127289	76.467550351288	75.15830911188	0	76.8275193861064	76.8450979729729	77.1945334143378	77.8611244813277	76.4318841099165	75.6952452068617	75.3347136678199	76.6301192307693	76.4056486784141	75.9466169544741	75.4480102272728	74.9452841981132	77.3658240837696	75.8639271978022	74.7333195449844	77.2881815920398	77.4238081556996	76.3922873563218	77.6578909313725
At1g14345	0	0	77.8456438356164	0	77.0786046511628	78.116474025974	0	0	0	0	0	0	0	0	78.2169126984127	0	0	0	77.9291805555555	0	0	0	0	74.9816060606061	0	0	77.088012987013	0	0	77.0029702127659
At1g26220_At1g32070	78.4742763157895	76.9226848484848	77.8630099667774	76.9365705882353	77.3124311594203	76.755734939759	77.758625	75.9596111111111	78.4471136363636	75.6519541984733	79.5484285714286	74.4867777777778	78.5427095238095	78.2554387096774	78.319875	73.68995	75.2517890625	74.7472708333333	77.0391671826626	78.3223710691824	0	76.4354423076923	0	79.0185084745763	75.5061123595506	0	77.7056917293233	78.2967668393783	78.8640185185185	76.4163103448276
At1g54520	78.8674166666667	0	0	0	84.6628	0	0	0	0	75.306717791411	0	0	0	0	0	79.258525	76.177694214876	76.9585754716981	81.4939	0	77.9406780487805	0	75.4791871921182	0	77.4186969696969	75.2663119658119	0	0	75.2903945578231	0
At1g69340_At2g40600	76.7411708542714	76.8683898809523	77.1376698717948	0	76.2893362068966	75.989256281407	77.9830529411765	76.7006069246436	0	76.4687305699482	0	0	0	0	0	76.3615928571428	76.4143588621444	75.8683062730627	76.2784903846154	76.9371144278607	76.6725811138014	76.7987028985506	75.4325298329355	78.7197405063291	77.5405321100917	75.4028521303258	76.1979037800687	0	76.5930153061225	75.688120805369
At2g23840	79.7648629856851	79.7148096632504	79.7406829819275	78.9446723684211	78.8634018759017	79.5368049597854	79.565475708502	78.2919597701148	78.4603395755306	78.1182033739456	80.5834723517655	79.4581586917019	79.7052731798383	79.75422027717	81.0044453352771	78.478906122449	77.8894211035816	78.0203705148206	79.6089219957835	79.2542550805887	79.049969924812	78.0718553398058	77.3038865671641	81.6674357762017	79.642269633508	77.5512543402778	78.2144782312925	79.7407503259452	79.5751332868108	78.2779220430107
