	mgm4472160.3::Tongue dorsum	mgm4472167.3::Tongue dorsum	mgm4472253.3::Tongue dorsum	mgm4472255.3::Tongue dorsum	mgm4472304.3::Tongue dorsum	mgm4472305.3::Tongue dorsum	mgm4472312.3::Supragingival plaque	mgm4472337.3::Stool	mgm4472353.3::Tongue dorsum	mgm4472361.3::Stool	mgm4472397.3::Supragingival plaque	mgm4472419.3::Supragingival plaque	mgm4472428.3::Supragingival plaque	mgm4472444.3::Supragingival plaque	mgm4472462.3::Supragingival plaque	mgm4472464.3::Stool	mgm4472467.3::Stool	mgm4472473.3::Stool	mgm4472484.3::Tongue dorsum	mgm4472495.3::Tongue dorsum	mgm4472580.3::Stool	mgm4472586.3::Stool	mgm4472682.3::Stool	mgm4472751.3::Supragingival plaque	mgm4472934.3::Stool	mgm4473326.3::Stool	mgm4473472.3::Supragingival plaque	mgm4473666.3::Supragingival plaque	mgm4478487.3::Tongue dorsum	mgm4478571.3::Supragingival plaque	Stool::group_mean	Supragingival plaque::group_mean	Tongue dorsum::group_mean	Stool::group_sd	Supragingival plaque::group_sd	Tongue dorsum::group_sd	Kruskal-Wallis::stat	Kruskal-Wallis::p	Kruskal-Wallis::fdr
MLST	0.661234823491307	0.629559770258356	0.639269405239869	0.55202982866491	0.586721712293612	0.639160764287273	0.502877045970791	0.1894026963414	0.632943024110148	0.171037794485793	0.529928768972291	0.558987505367078	0.67356922794512	0.58120965797312	0.475169032158001	0.197433625789282	0.114043424721465	0.163819048402527	0.624618132668802	0.640417176132286	0.173278582855893	0.190843812658245	0.211649426713575	0.620106660922982	0.173585069151747	0.211716477760673	0.54887588842154	0.492410448441423	0.508908626770704	0.462751892968271	0.17968099588806	0.544588612914062	0.611486326391727	0.0284707974114373	0.0667494802460518	0.0477024461202301	21.8348387096774	1.81394877053097e-05	0.0135683368035716
Lipid_A-Ara4N_pathway_(_Polymyxin_resistance_)	0.50687302436605	0.480860352640274	0.497287872395697	0.448922486936307	0.437294485671052	0.485252652887369	0.0331458743734604	0.1894026963414	0.531164972782471	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.60447147748421	0.163819048402527	0.472977388371867	0.50657706509718	0.173278582855893	0.693153426735003	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0.396654708360654	0.0776152676669892	0.27895476257201	0.066865884323715	0.476386500950892	0.196754347826775	0.0249430097097419	0.039480387676319	21.6822429906542	1.95776588719439e-05	0.0146245111773421
Unknown_carbohydrate_utilization_(_cluster_Yeg_)	0.425710415915756	0.389396052119874	0.391222163283225	0.369188618432121	0.0305093063004197	0.060532281765199	0.0331458743734604	0.577168208678179	0.0895409827842528	0.563603809894936	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.620414458489931	0.518008853515792	0.537730429938831	0.388678773974206	0.0782668213535678	0.555282052877377	0.580234315918046	0.604072421484701	0.0810034592888314	0.555951410993071	0.627075800777244	0.0776152676669892	0.0762964083523894	0.342578058764378	0.0776152676669892	0.573954176256811	0.066865884323715	0.2565623474693	0.035212466916985	0.0249430097097419	0.167046385033291	21.6822429906542	1.95776588719439e-05	0.0146245111773421
Nucleoside_Catabolism_cluster	0.625172315617667	0.599645085976674	0.629739608720159	0.542330832915581	0.569908755966691	0.602205654059541	0.467730060853544	0.1894026963414	0.623983367236406	0.171037794485793	0.514530153153243	0.595703069698716	0.605448853406963	0.556355683106462	0.45956784357766	0.197433625789282	0.114043424721465	0.163819048402527	0.591651189009848	0.61234266190875	0.173278582855893	0.190843812658245	0.211649426713575	0.556458653276525	0.173585069151747	0.211716477760673	0.568097868143899	0.545231471429971	0.480370523225015	0.556591205141728	0.17968099588806	0.542571486178871	0.587734999463633	0.0284707974114373	0.048638999186761	0.0463782176573897	21.5251612903226	2.11773012602478e-05	0.0157770894388846
Serotype_determining_Capsular_polysaccharide_biosynthesis_in_Staphylococcus	0.274462095974118	0.266241349712736	0.269847601952148	0.0275770785045232	0.251047287595295	0.252696928640712	0.282014882705183	0.508395093834131	0.252752211717658	0.460580802696599	0.331140166491255	0.31561620569089	0.338585220544186	0.0851643758885763	0.29220345032685	0.534116632690736	0.425842435023281	0.485978812958866	0.0476288247680251	0.246710896816332	0.475847960920869	0.506758659187355	0.57108337572854	0.322350377517512	0.547046053093197	0.557330972840939	0.0776152676669892	0.314827688850452	0.247184862078396	0.248726819155384	0.507298079897451	0.260824445483728	0.213614913775994	0.0461081242531529	0.0981478807016243	0.093379806623434	21.378064516129	2.27935659258241e-05	0.0169584130488131
CBSS-56780.10.peg.1536	0.575614120316648	0.554000915093355	0.561132075950617	0.496131835257232	0.501519663053129	0.546158599582259	0.430333276408862	0.1894026963414	0.567040390670126	0.171037794485793	0.481275934206727	0.507713654514077	0.512176256935011	0.519804930600233	0.434543674650699	0.197433625789282	0.114043424721465	0.163819048402527	0.536235241029166	0.570439065690487	0.173278582855893	0.190843812658245	0.211649426713575	0.554123467742905	0.173585069151747	0.211716477760673	0.513504130282507	0.451018428516589	0.447778515907693	0.511956324237521	0.17968099588806	0.491645007809513	0.535605042255071	0.0284707974114373	0.0408851656110799	0.0412816542947785	21.236129032258	2.44699550824362e-05	0.0181811766262501
Conjugative_transposon,_Bacteroidales	0.432005243251519	0.359775505972362	0.449896625183124	0.367921364415823	0.402137666390776	0.437918018988716	0.437636268140523	0.939914496747414	0.477698013338266	0.897900860507833	0.472730933324089	0.548519688150433	0.533016210476654	0.363154691214285	0.438108984563913	0.981091519654762	0.810248212900731	0.910328058242312	0.411153605457921	0.44461434181257	0.909957393824041	0.965447896734042	0.999753538454494	0.403472594189044	0.895022920138412	1	0.480841902941596	0.476930606458764	0.35319806544428	0.479230616657209	0.930966489720404	0.463364249611651	0.413631845025536	0.0587880768830565	0.0556382747583352	0.0422786735568651	21.236129032258	2.44699550824362e-05	0.0181811766262501
Fatty_Acid_Biosynthesis_FASII	0.721782393443003	0.700783450485057	0.718101807734442	0.626325931416327	0.645503088473759	0.713394392808048	0.585586668219336	0.1894026963414	0.743958156993852	0.171037794485793	0.638454216023012	0.692319862464464	0.70193545306488	0.641830657439476	0.53281289279219	0.197433625789282	0.114043424721465	0.163819048402527	0.686311984457813	0.722634109451658	0.173278582855893	0.190843812658245	0.211649426713575	0.66571460703999	0.173585069151747	0.211716477760673	0.650095636010969	0.631948947295651	0.569225087139847	0.649850250448732	0.17968099588806	0.63905491907987	0.684802040240381	0.0284707974114373	0.0493795658617452	0.0545733305641434	20.9677419354839	2.79841867083623e-05	0.0207362823508965
Terminal_cytochrome_C_oxidases	0.489548670860495	0.452155229846214	0.491135297039092	0.409141186965226	0.416091843851329	0.465393811569426	0.501162616871844	0.1894026963414	0.516497433371422	0.171037794485793	0.534227941827244	0.517731901806624	0.598449950842072	0.469462802776508	0.409409132119788	0.197433625789282	0.114043424721465	0.163819048402527	0.376993778437592	0.457482699655136	0.173278582855893	0.190843812658245	0.211649426713575	0.518337714888789	0.173585069151747	0.211716477760673	0.417753740762436	0.488994441272435	0.395593623595915	0.418078739355509	0.17968099588806	0.487360898252325	0.447003357519185	0.0284707974114373	0.0602351022469321	0.0459408957169054	20.8412903225807	2.98106405934948e-05	0.0220598740391861
Aminopeptidases_(EC_3.4.11.-)	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.476948040293826	0.1894026963414	0.0895409827842528	0.171037794485793	0.416301139753925	0.485884111878153	0.593548471778935	0.0851643758885763	0.458360531774643	0.197433625789282	0.114043424721465	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.489940374957618	0.517958602315792	0	0.490545282134963	0.17968099588806	0.409565439006526	0.0550356498725151	0.0284707974114373	0.177825447909702	0.0283241021681322	20.7587096774193	3.10672968986407e-05	0.0229587324080955
Histidine_Degradation	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.400731792566678	0.1894026963414	0.0895409827842528	0.171037794485793	0.475741266361844	0.492642995108087	0.477142457859204	0.0851643758885763	0.380732611856704	0.197433625789282	0.114043424721465	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.452283677677725	0.467587311055319	0	0.431255173331624	0.17968099588806	0.374428512099459	0.0550356498725151	0.0284707974114373	0.157502013119942	0.0283241021681322	20.7587096774193	3.10672968986407e-05	0.0229587324080955
Propionate-CoA_to_Succinate_Module	0.548237434898908	0.499373064514516	0.517958602315792	0.446906988581136	0.423444542867475	0.508423588879028	0.529942560625675	0.1894026963414	0.568190941695104	0.171037794485793	0.567545449350276	0.579109628810871	0.625276170093549	0.508888617184323	0.462323314709943	0.197433625789282	0.114043424721465	0.163819048402527	0.437450086764951	0.486699870890481	0.173278582855893	0.190843812658245	0.211649426713575	0.55926135031858	0.173585069151747	0.211716477760673	0.480533882056981	0.525590428770026	0.435771210952953	0.479108460467289	0.17968099588806	0.531757986238751	0.487245633236034	0.0284707974114373	0.0514310800080785	0.0501534373863759	20.72	3.16744562005735e-05	0.0233440742198227
Propanediol_utilization	0.568656908631106	0.534577971258746	0.536018439537887	0.483151603156023	0.504222619215836	0.554197586477643	0.363469648902732	0.1894026963414	0.58835114375285	0.171037794485793	0.478719220113843	0.480972471660181	0.600184501437557	0.50063005126128	0.368281515035936	0.197433625789282	0.114043424721465	0.163819048402527	0.53828399932011	0.555682775261994	0.173278582855893	0.190843812658245	0.211649426713575	0.538913953107509	0.173585069151747	0.211716477760673	0.538608131313619	0.450618699584225	0.440551127361332	0.477723145488148	0.17968099588806	0.479812133790503	0.530369417397353	0.0284707974114373	0.0735653156339421	0.0436260963566403	20.6038709677419	3.35680618282655e-05	0.0247060935056034
Cellulosome	0.434356710129681	0.403362607789034	0.364055974848066	0.354445629543473	0.359035891974782	0.409836864805551	0.396600908973168	0.823343949129919	0.449951337543107	0.76841533291566	0.425443781755136	0.46173381410265	0.471371630172269	0.383147308348578	0.36885628518161	0.869259195006992	0.692488278369928	0.756311688822929	0.400133350090618	0.382276292288258	0.824292177445628	0.734043108246933	0.905935360525207	0.359558896926734	0.831733201488333	0.916430730608765	0.443709643503205	0.428710953433107	0.356231025286686	0.442409012034659	0.812225302256029	0.418154223443112	0.391368568429926	0.0738151287480724	0.039002789143906	0.0338520918227858	20.4929032258065	3.54831858077667e-05	0.0260801415687085
Pyruvate:ferredoxin_oxidoreductase	0.566310713399905	0.517265199447862	0.533398918220202	0.488077848765199	0.49198118083568	0.533971776363426	0.450884357152169	0.734455439080602	0.585901252171427	0.679071069847678	0.515127100320382	0.567223223964151	0.516159631572348	0.516569537911762	0.417363804975804	0.765335888296422	0.609032597056107	0.703120646215955	0.538273177712555	0.569006497132017	0.66389982967619	0.73238005535833	0.771486693034067	0.437907638927274	0.656571215263125	0.785065755916038	0.511972683844094	0.530408218834779	0.43547427867551	0.510467431589846	0.710041918974451	0.497408362909261	0.525966084272378	0.0574984646171433	0.0465360420827421	0.0449668490153344	20.4929032258065	3.54831858077667e-05	0.0260801415687085
Glutathione:_Redox_cycle	0.504893279953454	0.505271690974482	0.51560343765317	0.448013881791395	0.464041337000252	0.505460597064481	0.370913023966891	0.287822431342131	0.466435518636781	0.171037794485793	0.0780272428454135	0.452521753429582	0.471630142802212	0.444700539039081	0.399235292491286	0.237067496045221	0.345539466328802	0.319483418468969	0.496373192824924	0.507581922490078	0.173278582855893	0.190843812658245	0.211649426713575	0.44220734640606	0.276308868446498	0.211716477760673	0.420347270473426	0.412518531344183	0.395937860686295	0.417645110850251	0.24247477751058	0.390974625364839	0.480961271907531	0.061676974506975	0.113651320875572	0.0375973005610875	20.4490322580645	3.62701260615807e-05	0.0265860024031386
Ribosome_SSU_eukaryotic_and_archaeal	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.110482437364299	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.114043424721465	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.26822616915449	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.165406081432723	0.185338670132151	0.0833786219993722	0.0550356498725151	0.0391485080005211	0.0383444395173394	0.0283241021681322	20.4051846906987	3.70740851704956e-05	0.0271382303448028
cAMP_signaling_in_bacteria	0.557972994917315	0.54102986368196	0.552667315162633	0.486732302276462	0.510800002325015	0.553267531657834	0.455878372209602	0.1894026963414	0.557709582171489	0.171037794485793	0.516300047406612	0.545184832463923	0.55437292045597	0.510744243048888	0.42272001251588	0.197433625789282	0.114043424721465	0.163819048402527	0.523814723065838	0.557460199955341	0.173278582855893	0.190843812658245	0.211649426713575	0.538129472319268	0.173585069151747	0.211716477760673	0.521291271254007	0.497863782799594	0.432079285356211	0.522237117180556	0.17968099588806	0.50847220716543	0.52735338005701	0.0284707974114373	0.0408065532933166	0.0412022473526953	20.3870967741936	3.74109024338879e-05	0.0273473696791721
Glutathionylspermidine_and_Trypanothione	0.477423420791111	0.494570025235268	0.500837589779106	0.422938366869292	0.460044981513452	0.49521697565461	0.372743711611714	0.314917331800608	0.474453138997225	0.324583117132333	0.425131499455219	0.47316785725837	0.499428114188267	0.445841110158199	0.405717797639186	0.197433625789282	0.37216902468779	0.163819048402527	0.473128769131369	0.485756260247962	0.173278582855893	0.292224606602723	0.211649426713575	0.483408369823673	0.303973192870804	0.211716477760673	0.433992192733472	0.442809747783693	0.377709309114004	0.434169809426756	0.256576443461621	0.441641021007855	0.46620788373334	0.0730134304987711	0.0372991104124458	0.0383133214046055	20.3870967741936	3.74109024338879e-05	0.0273473696791721
Iojap	0.744324650126152	0.737007481359249	0.749782623134224	0.634536451800884	0.674268148396967	0.742578075497609	0.614648415706714	0.1894026963414	0.730410712308661	0.171037794485793	0.665624258131264	0.729539388561279	0.745107339144575	0.68079084342387	0.554768913108899	0.197433625789282	0.114043424721465	0.163819048402527	0.711592157926582	0.733953595115731	0.173278582855893	0.190843812658245	0.211649426713575	0.706941876804814	0.173585069151747	0.211716477760673	0.683640400872382	0.671336658790343	0.573028822240662	0.678171341277225	0.17968099588806	0.673056943582137	0.703148271790672	0.0284707974114373	0.0549641429624594	0.058507012583503	20.3870967741936	3.74109024338879e-05	0.0273473696791721
Proteasome_eukaryotic	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.152707971378506	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.114043424721465	0.163819048402527	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.17968099588806	0.0788220940242196	0.0550356498725151	0.0284707974114373	0.0339962398824	0.0283241021681322	20.3438904963276	3.82278883131056e-05	0.0278299026919409
Ribosome_SSU_mitochondrial	0.077762847823079	0.0622419470736954	0.0762964083523894	0.0275770785045232	0.0305093063004197	0.060532281765199	0.135928672474031	0.1894026963414	0.0895409827842528	0.171037794485793	0.0780272428454135	0.0792074562870946	0.0712622588609008	0.0851643758885763	0.00932123200650524	0.197433625789282	0.114043424721465	0.216340764114152	0.0476288247680251	0.0782668213535678	0.173278582855893	0.190843812658245	0.211649426713575	0.0810034592888314	0.173585069151747	0.211716477760673	0.0776152676669892	0.0762964083523894	0	0.0776152676669892	0.184933167459223	0.0771441641337721	0.0550356498725151	0.0300217715692678	0.0301396432883382	0.0283241021681322	20.3438904963276	3.82278883131056e-05	0.0278299026919409
L-fucose_utilization	0.457141815027813	0.438104147681116	0.448613189711644	0.418214914672776	0.430550788596912	0.470726251410951	0.398606082364675	0.80294512019053	0.481782000667675	0.771765720576153	0.470483109409688	0.517135650844067	0.546858707771035	0.432395373903785	0.45403549971003	0.845998520641575	0.693181183592901	0.752685323061241	0.444032531228733	0.458896127763889	0.773801640428395	0.806771705585239	0.878724592623413	0.546671161091741	0.765031088561597	0.855008082306755	0.445424837342208	0.482602363784377	0.363253092226642	0.449309995564034	0.79459129775678	0.474352278178564	0.441131485898815	0.055233439119151	0.049188082059223	0.0331259364007669	20.2864516129032	3.93416892388921e-05	0.0285620663874356
pyrimidine_conversions	0.736514633743079	0.713102025566069	0.722640706998364	0.631844508325649	0.672615450636203	0.731782084106212	0.585870764544779	0.1894026963414	0.731502518592285	0.171037794485793	0.64917210310724	0.71612634248841	0.772681319647242	0.678810591235668	0.563124404310897	0.197433625789282	0.114043424721465	0.163819048402527	0.709548177692516	0.715550254573491	0.173278582855893	0.190843812658245	0.211649426713575	0.705367218091914	0.173585069151747	0.211716477760673	0.67149700967956	0.653140125299289	0.566745724076542	0.670678181747294	0.17968099588806	0.666646806015229	0.693184608431041	0.0284707974114373	0.060652012199732	0.0548131795240121	20.2864516129032	3.93416892388921e-05	0.0285620663874356
CBSS-193567.1.peg.90	0.45869477305004	0.442203335126064	0.446236881422125	0.396301611855549	0.401842386982967	0.438439986823878	0.360638025915226	0.1894026963414	0.418805970547784	0.230153680020045	0.411063297637838	0.427649359830701	0.42872969121296	0.445902006205427	0.340140226456042	0.197433625789282	0.114043424721465	0.216340764114152	0.439348483611796	0.437843424622272	0.173278582855893	0.190843812658245	0.211649426713575	0.433243186063772	0.173585069151747	0.211716477760673	0.419789947144451	0.388048117890664	0.365563129818968	0.419789947144451	0.190844756012648	0.407499380550153	0.424527998386144	0.0326838483511327	0.0340272183738525	0.0286017007885427	20.1954606141522	4.11728990919976e-05	0.0298091789426063
MukBEF_Chromosome_Condensation	0.51993340843321	0.547850577854085	0.567581824702843	0.462322473358224	0.51682921372553	0.556289406316201	0.399292057541827	0.283639270231994	0.527410826115084	0.380625815728293	0.483589634621343	0.525216644627083	0.566906526025474	0.488628055297986	0.449437598027277	0.197433625789282	0.377252353457072	0.163819048402527	0.515557804527002	0.533158870255072	0.247574543752965	0.190843812658245	0.211649426713575	0.545352963285477	0.173585069151747	0.211716477760673	0.476285560797409	0.495457276721799	0.40501868703219	0.473852734703666	0.243813944364637	0.490401905164934	0.515195309231944	0.0792159821916321	0.0478562398749512	0.0482251919504756	20.1909677419355	4.12654953460476e-05	0.0298349531351924
CBSS-296591.1.peg.2330	0.621421408175928	0.588110309556227	0.604880931316976	0.53634374920954	0.539254386154375	0.600452444703855	0.499059036299096	0.1894026963414	0.630869595529461	0.171037794485793	0.544472187302391	0.58905577591098	0.595512869968287	0.581701375753572	0.455255575992909	0.197433625789282	0.114043424721465	0.163819048402527	0.580198159299485	0.62067070513826	0.173278582855893	0.190843812658245	0.211649426713575	0.58154686658203	0.173585069151747	0.211716477760673	0.596325283626264	0.518998654937621	0.479624325272288	0.594811919712261	0.17968099588806	0.555673954608541	0.580182601435639	0.0284707974114373	0.0494326558675036	0.0479603431223918	20.1006451612903	4.31718204202234e-05	0.0311700543434013
